id;titre;auteur;prix;synopsis;edition;annee_publication;editeur;url_image;stock
34;"Double rencontre - Niveau 3 - Lecture Découverte - Ebook";"Reine Mimran";4.99;"Lecture en français langue étrangère (FLE) au format ebook dans la collection Découverte destinée aux grands adolescents et adultes niveau 3. Double rencontre Jeune professeur de lycée, Justine découvre grâce à une amie les sites de rencontres sur Internet. Elle entre ainsi en contact avec un jeune homme qui a les mêmes passions qu'elle. Les échanges de mails se multiplient... Quel avenir aura cette relation virtuelle?";1;2017;"Clé International";"zukwdwaaqbaj.jpeg";36
35;"La double conversion d'Al-Mostancir";"Hubert Haddad";10.99;"Une singulière légende a cours sur les rives de la Méditerranée : saint Louis ne serait pas mort de la peste dans la plaine de Carthage à l'issue de la VIIIe croisade... Venu convertir l'émir de Tunis Al-Mostancir, avant de reprendre la route de Jérusalem, Louis le neuvième se serait éclipsé. Guéri du pouvoir comme de la dysenterie, il se serait installé sur la colline enchanteresse qui surplombe Carthage et qu'on appelle désormais Sidi Bou Saïd. D'autres versions de la légende prétendent que saint Louis, initié au Coran et à la philosophie des maîtres du soufisme, converti par une belle musulmane et devenu lui-même un grand mystique soufi, ne serait autre que Sidi Abou Saïd. La Double conversion d'Al-Mostancir nous plonge dans la conscience même du roi saint à l'agonie. Avec ce conte lourd de sens, Hubert Haddad réinvente ici le roman de l'Ifriqiya.";1;2003;"Fayard";"to2yyxfwbmkc.jpeg";72
36;"Double Masque - tome 2 - Fourmi";"Jean Dufaux";5.99;"Chargé par Bonaparte de mettre la main sur une prostituée nommée Opale, La Torpille se retrouve entre les mains de La Fourmi, l’autoproclamé nouveau maître des cloaques de Paris. Après lui avoir échappé grâce à l’Ecureuil, une étrange garçonne aussi dangereuse que séduisante à la solde du redoutable Fouché, La Torpille plonge dans les bas-fonds de la capitale. Sur les traces d’Opale, il croisera toute une faune d’étranges personnages comme le mystérieux Fer-Blanc, vendeur de casseroles ambulant et inquiétant, que même La Fourmi semble redouter... Dufaux et Jamar poursuivent leur exploration du Paris du début du XIXe siècle. Loin des ors et des fastes des palais, ils entraînent le lecteur à la découverte d’un monde fascinant et méconnu : celui du Paris souterrain des truands et du petit peuple, à des années-lumière des récits historiques de nos manuels scolaires. Double Masque réunit tous les ingrédients nécessaires pour tenir le lecteur en haleine : une intrigue solide, une histoire complète en deux volumes, des personnages pittoresques et un regard inédit sur la face cachée de l’histoire de France. Dumas, Eugène Sue et les Misérables de Hugo sont les figures tutélaires de cette série où planent les ombres de Vidocq et de Rocambole...";1;2013;"Dargaud";"vfwzndaipxac.jpeg";10
37;"Double jeu";"Pascal Pape";9.99;"' Je ne me suis pas toujours appelé Pascal Papé. Parfois, je me demande si j'ai quelque chose à voir avec le type en acier trempé que les supporters du XV de France ont applaudi durant dix ans. J'aimerais avoir sa force et son aplomb pour en finir avec ce secret. Durant toutes ces années, j'ai empoigné mon rôle de composition comme un pote de mêlée, à bras-le-corps. Pour me faire respecter, et sans doute un peu pour être aimé, j'ai dressé des remparts, j'ai lustré ma cuirasse. Tout le monde n'y a vu que du feu... ' Depuis ses premières joutes à Bourgoin-Jallieu jusqu'à ses dernières ruades avec le Stade français, Pascal Papé collectionne soixante-cinq sélections, deux Grands Chelems et une finale de Coupe du monde, en 2011, face aux All Blacks. Il a aussi été capitaine des Bleus et champion de France avec le Stade français en 2015. Pour la première fois, il révèle son histoire bouleversante qui, si elle a nourri son tempérament de guerrier sur le terrain, l'a aussi conduit aux limites de la folie. Il nous invite également, sans langue de bois, dans les coulisses du XV de France.";1;2016;"Michel Lafon";"xm41dqaaqbaj.jpeg";20
38;"Qui a tué Roger Ackroyd?";"Pierre Bayard";8.49;"Même s’ils n’ont pas lu le chef-d’œuvre d’Agatha Christie, Le Meurtre de Roger Ackroyd, de nombreux lecteurs, surtout parmi les amateurs de romans policiers, connaissent le procédé qui l’a rendu célèbre et croient pouvoir affirmer : l’assassin est le narrateur. Mais est-ce si sûr ? Comment se fier à un texte où les contradictions abondent et qui s’organise autour d’un récit unique, celui du prétendu criminel ? Et qui peut dire qu’Hercule Poirot, dans son euphorie interprétative, ne s’est pas lourdement trompé, laissant le coupable impuni ? Roman policier sur un roman policier, cet essai, tout en reprenant minutieusement l’enquête et en démasquant le véritable assassin, s’inspire de l’œuvre d’Agatha Christie pour réfléchir sur ce qui constitue la limite et le risque de toute lecture : le délire d’interprétation. « Le plus excitant roman policier d’énigme de l’année et un essai subtil sur la narration et la lecture, sur leurs limites, leurs périls, leurs délires, au premier rang desquels le délire d’interprétation. » (Josyane Savigneau, Le Monde)";1;2013;"Minuit";"0nzscwaaqbaj.jpeg";52
39;"Negima ! Le Maître Magicien T23 &";"Ken Akamatsu";7.99;"Lumières ou ténèbres ? Le choix qui s'offre à Negi n'est pas sans conséquence, tandis qu'il cherche à tout prix un moyen de vaincre le terrible Fate. Quoi qu'il en soit, l'épreuve qui l'attend sera des plus terribles... Pendant ce temps, les élèves de la 3-A, dispersées dans le monde magique se découvrent toutes différents talents. Yue, en particulier, fait des progrès fulgurants... alors même qu'elle a perdu la mémoire !";1;2014;"Pika";"pt-qbaaaqbaj.jpeg";6
40;"Figures du double";"Nathalie Martinière";6.99;"Cet ouvrage envisage l’évolution de la figure du double dans la littérature anglo-saxonne au XXe siècle. Il étudie comment cette figure récurrente de la littérature, le double du personnage, cède la place à une autre forme de double, le double du texte tel qu’il se donne particulièrement à voir dans l’usage répété que font les auteurs contemporains de la parodie. Ou encore comment à la question « qui suis-je ? » succède celle de savoir « qui parle ? » À travers l’étude comparée de « The Secret Sharer » de Joseph Conrad (1908/1910), de Wide Sargasso Sea de Jean Rhys (1966), de Foe de J.-M. Coetzee (1986) et de Jack Maggs de Peter Carey (1997), c’est un mode parodique particulier, lieu du rejet des identités fixes, et un type de double volontairement infidèle qui se révèlent progressivement : figure de l’ethos post-colonial contemporain, le double cesse d’être simplement symptôme d’un dysfonctionnement et devient figure de renouvellement. Traditionnellement, le double dans la mythologie et la littérature naîtrait de conflits internes ingérables par l’individu. En période contemporaine, l’angoisse prend la forme de cette tête de méduse pétrifiante qu’est le texte déjà écrit (Robinson Crusoe, Great Expectations ou Jane Eyre). Le (re)-doubler, c’est pour les romanciers-parodistes la possibilité de se reconstruire une image : ce double pétrifiant dont il importe de se protéger à l’aide du bouclier de la parodie n’est alors plus, comme dans « The Secret Sharer », un autre soi-même de chair et d’os ; ce double est fait de texte, de ces textes qui construisent mentalement le sujet et l’emprisonnent idéologiquement autant qu’ils le forment. Dans ce contexte, la question de l’identité est posée à travers le rapport aux classiques. Pris entre la fascination de l’image de soi renvoyée par le classique et la douleur de se voir figé peut-être à jamais dans la fiction, il s’agit alors de se libérer de cet héritage culturel, qui ne va pas de soi – même s’il est rarement remis en jeu : la parodie permet cette redistribution des cartes. Les doubles parodiques révèlent le double fond et le double langage de classiques majeurs qui ont laissé une empreinte profonde dans l’imaginaire collectif. À partir de ce reflet tente de « prendre voix » un « je » re-formé, ou qui tente de retrouver forme avec et contre à la fois l’autre-qui-est-en-lui et à partir duquel il s’écrit.";1;2016;"Presses universitaires de Rennes";"r3tkdaaaqbaj.jpeg";17
41;"Le Vaillant petit tailleur";"Éric Chevillard";7.99;"prix Wepler 2003";1;2012;"Minuit";"9urscwaaqbaj.jpeg";12
42;"Héros voyageurs et constructions identitaires";"Ghislaine Jay-Robert";9.99;"Cet ouvrage présente les actes du colloque « Héros voyageurs et constructions identitaires », organisé à l'Université de Perpignan et au Centre Culturel de Cabestany en novembre 2012, par deux équipes de Recherche de Perpignan (EA 2983 VECT et EA 2984 CRHiSM), soutenues par l'Institut des Méditerranées, et qui a bénéficié du soutien du Labex ARCHIMEDE au titre du programme « Investissement d'Avenir » ANR-11- LABX-0032-01. L'enjeu est de réfléchir sur la notion de héros, transmise par les mythes dans la littérature et l'iconographie antiques, et en particulier sur ses relations avec le voyage, propice à l'affirmation ou à la construction des identités. Le but ne consiste pas à proposer d'emblée une définition du héros mais à convoquer quelques grandes figures mythologiques marquées par le voyage (Ulysse, Héraclès, Jason, Dioméde, Hélène, Enée...), afin de mettre en évidence les variations opérées selon les types de voyages accomplis et les spécificités de chaque personnalité. Le « héros voyageur » n'apparaît pas alors comme une catégorie homogène, et pourtant son appropriation par les sociétés, le pouvoir en place ou les créateurs, fait de lui un modèle qui fonctionne et nourrit l'imaginaire, depuis la période archaïque jusqu'à nos jours, comme le démontre la richesse des productions littéraires et visuelles : c'est ce processus qu'analysent les articles rassemblés dans ce volume.";1;2016;"Presses universitaires de Perpignan";"ztywdqaaqbaj.jpeg";120
43;"Le Théâtre et son double";"Antonin Artaud";6.49;"Transformer le théâtre, c’est aussi révolutionner notre vie. Publié en 1938, alors qu’il vient d’être interné, Le Théâtre et son double est un recueil de conférences, articles et lettres dans lequel Artaud entend 'briser le langage pour toucher la vie'. Il y développe notamment, en deux célèbres manifestes, son concept de 'théâtre de la cruauté'. Il y défend la dimension sacrée du théâtre, la prééminence du langage du corps sur le texte, et accorde au metteur en scène ('maître de cérémonies sacrées') plus d’importance qu’à l’auteur. Il y montre aussi que le théâtre est comme une seconde réalité, une 'réalité virtuelle'. Avec une préface de Pacôme Thiellement.";1;2019;"Éditions Payot";"936fdwaaqbaj.jpeg";25
44;"N’yũhũ, les Indiens Otomis";"Jacques Galinier";2.49;"Cet ouvrage se présente comme une introduction a l'étude des communautés otomis du Sud de la Huasteca, dont l'ethnographie restait a faire. Un travail ultérieur sera consacré a l'analyse approfondie des représentations religieuses et de la fonction sociale des rituels. Peut-on parler aujourd'hui d'une entité culturelle otomi, a l'heure ou le sort des communautés paysannes (indiennes ou non) apparaît davantage dépendant du développement national mexicain et de la politique de l'Etat ? C'est par l'affirmative que répond l'auteur en montrant comment le processus de hiérarchisation sociale a l'intérieur des communautés parvient a coexister avec la tradition otomi, dont l'ouvrage retrace en détail les multiples aspects. A travers quelques exemples précis, on suivra les voies par lesquelles certains éléments de tradition (techniques, rituels ou mythiques) connaissent un mouvement de recul, d'extinction, mais parfois aussi de résurgence, souvent inattendu. Des institutions, telles que le systeme de parenté ou l'organisation des charges, des pratiques (techniques, thérapeutiques, etc.) seront étudiées de pair avec l'ordre des représentations qui les sous-tend, et auguel elles sont indissolublement liées. De cette façon sera éclairé le rôle éminent de la pensée symbolique dans les rapports sociaux communautaires. C'est en ce sens que l'on pourra alors parler de l'identité culturelle des communautés otomis, meme si leurs membres entretiennent une relation conflictuelle avec leur propre tradition. La premiere partie sera consacrée a l'analyse de l'organisation communautaire et a ses transformations, au niveau de l'habitat, des formes de pouvoir, et des groupes domestiques. Dans la seconde partie, seront décrites les techniques traditionnelles et les pratiques agraires, en relation avec le processus d'intégration inégalitaire des communautés otomis au marché national. Enfin, la troisième partie définira quelques éléments préliminaires d'une 'anthropologie' otomi, à travers l'examen des pratiques symboliques autour de la naissance, la maladie et la mort, gráce auxquels l'idéologie communautaire se dévoile dans les moments d'intense crise sociale.";1;2016;"Centro de estudios mexicanos y centroamericanos";"zos_daaaqbaj.jpeg";76
