id;titre;auteur;prix;synopsis;edition;annee_publication;editeur;url_image;stock
31;"Double Me - Tome 4";"Florent Maudoux";5.99;"Aiko est enfin entre les mains de la police, mais, avec l'aide de son père et des yakuzas, elle parvient à s'enfuir. Malheureusement pour elle, le père de Cho, animé par son désir de vengeance, réussit à l'intercepter. Miss Psycho pourra-t-elle encore compter sur l'intelligence artificielle de Double.me pour s'en sortir... ?";1;2020;"Ankama";"content?id=aIDWDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";9
32;"Coup double";"Susan Hayes";3.99;"Quand il s’agit d’amour, parfois le meilleur pari est de faire coup double. Kit et Luke Armas sont des cyborgs créés pour un but, la bataille. Maintenant que la guerre est finie, ils doivent se battre pour se faire une place dans un univers pour lequel ils étaient destinés à mourir, mais dont ils ne feront jamais partie. La pilote de fret Zura Watson est arrivée au bord de l’espace civilisé pour recommencer sa vie. Le Drift est un paradis pour les chassés, les perdus et ceux qui cherchent une seconde chance. C’était aussi le dernier endroit dans le cosmos où Zura s’attendait à trouver l’amour. Lorsque les ombres du passé menacent d’éclipser l’avenir de ce trio, ils devront se battre pour leur chance de connaître l’amour et la vie dont ils ont toujours rêvé. Note de l'éditeur: Romance science-fiction MFM. Bien que faisant partie d'une série, ce récit peut être lu en standalone";1;2018;"Juno Publishing";"content?id=QgtdDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";52
33;"Moi en Double";"Navie";10.99;"Un jour, Navie a compris qu'elle portait le poids d'une deuxième personne. Un double qu'elle a dû éliminer pour survivre... Un témoignage rare et fort sur le regard que l'on porte sur soi, sublimé par le dessin d'Audrey Lainé. Navie était malade. Elle était en obésité morbide et souffrait chaque jour, avec le sourire sans jamais le montrer... L'acceptation de soi est ce qui lui tient le plus à coeur, mais comment aimer cette fille dans le miroir qui n'est que le reflet de sa souffrance ? Navie portait son double. Un double qu'elle a aimé, qu'elle a essayé de fuir puis de tuer. Mais comment fait-on pour se tuer sans mourir ?";1;2019;"Delcourt";"content?id=1PWVDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";100
34;"Deux opposés, une destinée - Double identité pour un Fortune";"Sara Orwig";5.99;"Deux opposés, une destinée, Sara Orwig Noah est de retour après sa mission en Afghanistan. Camilla ne peut garder ce secret pour elle plus longtemps, elle doit lui dire qu’il a un fils de quinze mois, Ethan... Même si cela lui coûte de le revoir alors qu’elle n’a jamais cessé de l’aimer. Car ils aspirent tous deux à une vie contraire : Noah, en communion avec la nature dans son ranch, elle, épanouie comme artiste peintre dans une grande ville. Double identité pour un Fortune, Tara Taylor Quinn Nolan a une double identité. Il n’est pas Nolan Forte, le joueur de saxophone qui a su ravir son cœur lors d’une nuit passionnelle, mais un richissime banquier du nom de Fortune. Et dire que Lizzie pensait être la seule à lui avoir menti en lui cachant sa paternité... Impossible désormais de penser à des projets d’avenir avec cet homme, alors qu’elle tient les nantis en horreur depuis son plus jeune âge.";1;2019;"Harlequin";"content?id=b6uoDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";45
35;"Agents et associés (Tome 4) - Double objectif";"Layla Reyne";5.99;"Ancien agent gradé du FBI, Melissa Cruz a passé des années à flirter avec la mort, chacune de ses enquêtes pouvant être la dernière. Aujourd’hui déterminée à profiter de la vie, elle rêve d’offrir à Daniel Talley, l’amour de sa vie, un Noël inoubliable. Mais ses plans tombent à l’eau lorsque le vaisseau amiral de sa belle-famille est attaqué durant un cocktail... auquel Daniel participe ! Une véritable course contre la montre s’engage, et les deux amants sont prêts à tout pour sauver leur avenir...";1;2020;"J'ai Lu";"content?id=kT_BDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";46
36;"La double mort des Templiers";"Jacques Maurin";7.99;"L’ésotérisme du Temple : le sous-titre de cet ouvrage éclaire le sens profond de la recherche de Jacques Maurin. L’Ordre des pauvres chevaliers de la milice du Christ et du Temple de Salomon avait bien été créé pour protéger les pèlerins en Terre Sainte ; mais, plus profondément, c’était un ordre initiatique voué à la quête de la véritable connaissance. Étudiant la Tradition, avec Abraham et Melchisedec, le Graal, le baphomet..., analysant les symboles des chapelles templières, interprétant les graffiti de Chinon et de Domme, examinant la règle de l’Ordre, Jacques Maurin met en lumière le grand courant ésotérique qui animait le Temple et sa haute valeur spirituelle. Il ne faut pas chercher ailleurs le fameux trésor des Templiers.";1;1982;"FeniXX";"content?id=KXmJDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";1
37;"Double assassinat dans la rue Morgue";"Edgar Allan Poe";0;"Double assassinat dans la rue Morgue (The Murders in the Rue Morgue dans l'édition originale) est une nouvelle d'Edgar Allan Poe, parue en avril 1841 dans le Graham's Magazine, traduite en français d'abord par Isabelle Meunier puis, en 1856, par Charles Baudelaire dans le recueil Histoires extraordinaires. C'est la première apparition du détective inventé par Poe, le Chevalier Dupin qui doit faire face à une histoire de meurtre incompréhensible pour la police. Extrait : « La chambre était dans le plus étrange désordre ; les meubles brisés et éparpillés dans tous les sens. Il n'y avait qu'un lit, les matelas en avaient été arrachés et jetés au milieu du parquet. Sur une chaise, on trouva un rasoir mouillé de sang ; dans l'âtre, trois longues et fortes boucles de cheveux gris, qui semblaient avoir été violemment arrachées avec leurs racines. Sur le parquet gisaient quatre napoléons, une boucle d'oreille ornée d'une topaze, trois grandes cuillers d'argent, trois plus petites en métal d'Alger, et deux sacs contenant environ quatre mille francs en or. Dans un coin, les tiroirs d'une commode étaient ouverts et avaient sans doute été mis au pillage, bien qu'on y ait trouvé plusieurs articles intacts. Un petit coffret de fer fut trouvé sous la literie (non pas sous le bois de lit) ; il était ouvert, avec la clef de la serrure. Il ne contenait que quelques vieilles lettres et d'autres papiers sans importance.";1;2015;"Bibebook";"content?id=PuoWCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";28
38;"Un passé contraignant";"Michèle Bacholle";27;"Etude sur Annie Ernaux, Farida Belghoul et la Neuchâteloise Agota Kristof.";1;2000;"Rodopi";"content?id=PuKr8yCZZZoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";95
39;"Double peine";"Ahmed Zaki";12.99;"« La double peine n'est pas une mesure de justice. C'est une mesure d'humiliation qui vise à faire perdre sa dignité et son identité à un individu. Elle touche aussi directement aux familles, provoquant de profondes failles dans la vie privée et des cassures inévitables. C'est enfin une sanction collective : l'entourage de la personne faisant l'objet d'une mesure d'interdiction du territoire, souvent de nationalité française, est entraîné dans cette tragédie humaine. L'écrasante vague de la double peine détruit tout sur son passage, jusqu'à la noyade. » Entre 1996 et 2009, Ahmed Zaki a vécu l'expérience difficile de la « double peine ». Né au Maroc, arrivé en France à l'âge de 12 ans, condamné pour trafic de stupéfiants, il sera reconduit à la frontière à sa sortie de prison. Pour un même crime ou délit, une personne de nationalité étrangère subit une condamnation plus lourde qu'une personne de nationalité française. Que répondre à ces prises de position justifiées par la peur du terrorisme ? Porté par l'analyse de Yann Galut, avocat engagé dans ses jeunes années auprès de SOS Racisme, et d'Étienne Pinte, président du Conseil national des politiques de lutte contre la pauvreté et l'exclusion sociale, ce témoignage pose la nécessaire question de l'égalité devant la loi pénale.";1;2017;"Editions Michalon";"content?id=rDokDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";18
40;"Un passé contraignant";"Michèle Bacholle";27;"Etude sur Annie Ernaux, Farida Belghoul et la Neuchâteloise Agota Kristof.";1;2000;"Rodopi";"content?id=PuKr8yCZZZoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";14
41;"Double peine";"Ahmed Zaki";12.99;"« La double peine n'est pas une mesure de justice. C'est une mesure d'humiliation qui vise à faire perdre sa dignité et son identité à un individu. Elle touche aussi directement aux familles, provoquant de profondes failles dans la vie privée et des cassures inévitables. C'est enfin une sanction collective : l'entourage de la personne faisant l'objet d'une mesure d'interdiction du territoire, souvent de nationalité française, est entraîné dans cette tragédie humaine. L'écrasante vague de la double peine détruit tout sur son passage, jusqu'à la noyade. » Entre 1996 et 2009, Ahmed Zaki a vécu l'expérience difficile de la « double peine ». Né au Maroc, arrivé en France à l'âge de 12 ans, condamné pour trafic de stupéfiants, il sera reconduit à la frontière à sa sortie de prison. Pour un même crime ou délit, une personne de nationalité étrangère subit une condamnation plus lourde qu'une personne de nationalité française. Que répondre à ces prises de position justifiées par la peur du terrorisme ? Porté par l'analyse de Yann Galut, avocat engagé dans ses jeunes années auprès de SOS Racisme, et d'Étienne Pinte, président du Conseil national des politiques de lutte contre la pauvreté et l'exclusion sociale, ce témoignage pose la nécessaire question de l'égalité devant la loi pénale.";1;2017;"Editions Michalon";"content?id=rDokDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";17
42;"L'un-l'autre ou le double en question";"Sylvie Camet";7.49;"Rassembler, sous une thématique unique, en l'occurrence celle du double, les récits que sont 'L'étrange histoire de Peter Schlemihl', 'Le double', 'Le Horla', 'La méprise', revient à donner d'emblée à la notion de double sa plus large extension. Effectivement, il apparaît qu'une hallucination, comme celle que connaît le protagoniste du Horla, n'a pas nécessairement à voir avec un phénomène d'autoscopie. La présence de l'invisible, la crainte du fantôme, peuvent se développer pour elles-mêmes, sans que le témoin soit forcément préoccupé d'une duplication de soi à travers la manifestation de l'Autre.";1;1995;"FeniXX";"content?id=xcAkEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";4
43;"La double mort du roi Louis XIII";"Françoise Hildesheimer";8.99;"Dans la galerie des rois de France, Louis XIII fait grise mine, coincé qu’il est entre son père, Henri IV, et son fi ls, Louis XIV. S’intéresse-t-on à son règne, c’est le nom de Richelieu, son ministre, qui fl amboie ; au point que les livres d’histoire sautent parfois sans vergogne de la mort du cardinal, en décembre 1642, aux débuts tumultueux du futur Roi-Soleil. C’est oublier que Louis a survécu six mois à son ministre : six mois ignorés de la postérité, mais capitaux pour l’histoire de France. Car entre décembre 1642 et mai 1643, il est à la tête d’un pays en guerre contre l’Espagne, au centre d’une Cour déchirée par les cabales. On sait le roi malade ; le dauphin est un enfant ; qui va assumer la régence ? La reine, Anne d’Autriche, le frère du roi, Gaston d’Orléans, les princes du sang et les grands s’allient, se brouillent et complotent, cependant qu’un quasi-inconnu nommé Giulio Mazarini progresse dans les allées du pouvoir... En sa longue agonie, Louis poursuivit un dessein unique : assurer le destin du trône de France. Et, en grand roi qu’il était, il y parvint";1;2011;"Flammarion";"content?id=AaoptYH-MDQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";8
